EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,HourlyRate,DailyRate,PercentSalaryHike,DistanceFromHome,BusinessTravel,OverTime,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,StockOptionLevel,Attrition,Over18,StandardHours
377,62,Female,Divorced,1,Life Sciences,Sales,Sales Executive,5,9,1,1,2,6057,37.86,302.88,12,1,Travel_Rarely,No,6,13,2,3,2,4,1,4,3,0,No,Y,80
378,44,Female,Single,5,Marketing,Sales,Sales Representative,1,28,0,0,2,5413.2,33.83,270.64,21,11,Non-Travel,Yes,6,32,5,3,3,3,1,3,4,2,No,Y,80
379,22,Male,Single,2,Marketing,Research & Development,Lab Technician,4,23,7,1,1,27520.8,172,1376,18,24,Travel_Frequently,Yes,1,33,1,2,4,3,3,4,3,3,No,Y,80
380,30,Female,Divorced,2,Technical Degree,Finance,Finance Manager,4,17,8,7,8,25884,161.78,1294.24,12,13,Travel_Rarely,No,8,24,5,1,2,3,1,2,4,0,No,Y,80
381,30,Female,Single,1,Marketing,Human Resources,HR Associate,3,14,2,2,3,9813.6,61.34,490.72,12,2,Non-Travel,Yes,1,18,3,1,4,3,1,1,3,0,No,Y,80
382,23,Male,Single,3,Medical,Sales,Sales Executive,1,0,0,0,0,8724,54.52,436.16,10,16,Non-Travel,Yes,8,9,3,4,3,4,1,3,3,0,No,Y,80
383,60,Male,Single,5,Medical,Sales,Sales Representative,4,21,7,4,8,16833.6,105.21,841.68,12,14,Travel_Rarely,No,1,33,1,2,4,1,2,4,3,0,No,Y,80
384,52,Female,Married,4,Technical Degree,Research & Development,Research Scientist,3,20,6,3,4,6796.8,42.48,339.84,8,3,Travel_Frequently,No,0,27,2,2,1,1,2,1,3,2,No,Y,80
385,62,Male,Single,2,Marketing,Sales,Sales Manager,5,1,1,1,0,8361,52.26,418.08,15,3,Travel_Frequently,Yes,5,10,3,2,3,4,3,2,3,0,No,Y,80
386,54,Male,Single,1,Human Resources,Finance,Accountant,5,27,0,0,2,13446,84.04,672.32,19,3,Non-Travel,Yes,3,33,6,2,2,3,4,2,3,2,No,Y,80
387,24,Female,Divorced,4,Medical,Research & Development,R&D Manager,5,2,2,2,1,6732,42.08,336.64,9,25,Travel_Frequently,Yes,7,5,3,3,2,3,2,1,3,2,No,Y,80
388,33,Male,Divorced,4,Marketing,Finance,Accountant,4,20,2,1,7,6355.2,39.72,317.76,16,28,Travel_Frequently,No,6,24,3,3,3,3,1,4,3,2,No,Y,80
389,61,Male,Divorced,1,Other,Research & Development,R&D Manager,5,0,0,0,0,24471,152.94,1223.52,10,19,Travel_Frequently,Yes,3,12,6,4,1,3,4,4,3,3,Yes,Y,80
390,28,Male,Married,4,Medical,Finance,Accountant,1,10,5,5,3,8103.6,50.65,405.2,20,4,Travel_Frequently,No,0,14,3,2,2,3,1,4,3,2,No,Y,80
391,35,Female,Single,2,Life Sciences,Finance,Accountant,3,20,2,1,2,5641.2,35.26,282.08,13,13,Travel_Rarely,No,7,33,4,2,3,2,1,1,4,3,No,Y,80
392,32,Female,Single,3,Technical Degree,Finance,Accountant,5,22,2,2,5,40056,250.35,2002.8,23,13,Travel_Rarely,Yes,1,26,2,3,1,2,4,2,3,2,Yes,Y,80
393,38,Female,Divorced,1,Technical Degree,Research & Development,R&D Manager,4,20,9,1,0,13394.4,83.72,669.76,11,14,Non-Travel,Yes,9,32,1,3,2,2,1,3,4,0,No,Y,80
394,54,Female,Single,4,Other,Finance,Accountant,4,11,5,5,8,34884,218.03,1744.24,15,4,Travel_Rarely,No,6,22,1,2,4,4,3,4,3,0,No,Y,80
395,27,Male,Divorced,1,Human Resources,Finance,Financial Analyst,4,23,9,1,7,24592.8,153.7,1229.6,23,26,Travel_Rarely,No,6,29,1,4,4,1,2,4,4,2,No,Y,80
396,48,Female,Divorced,4,Life Sciences,Human Resources,HR Associate,5,9,4,4,4,26382,164.89,1319.12,12,1,Travel_Frequently,Yes,0,9,1,3,3,3,2,4,3,3,No,Y,80
397,25,Female,Divorced,4,Medical,Finance,Finance Manager,2,12,5,2,6,6940.8,43.38,347.04,8,23,Travel_Rarely,Yes,9,24,6,3,2,3,2,1,3,3,Yes,Y,80
398,23,Male,Divorced,5,Life Sciences,IT,Software Engineer,1,23,2,2,5,3033.6,18.96,151.68,12,21,Travel_Rarely,No,3,30,5,4,3,1,3,1,4,0,No,Y,80
399,29,Male,Married,5,Life Sciences,Sales,Sales Executive,3,8,2,1,1,18174.6,113.59,908.72,16,30,Travel_Rarely,No,1,23,6,1,4,1,4,1,3,3,No,Y,80
400,62,Female,Married,2,Medical,Human Resources,HR Associate,2,21,9,0,1,9139.2,57.12,456.96,16,16,Non-Travel,Yes,2,29,0,2,1,1,2,2,4,0,No,Y,80
401,42,Male,Single,2,Life Sciences,Research & Development,Lab Technician,3,15,3,1,5,24481.8,153.01,1224.08,22,21,Travel_Frequently,No,7,28,4,4,2,3,2,2,3,2,No,Y,80
402,59,Male,Divorced,3,Medical,Research & Development,R&D Manager,4,13,7,6,4,17332.8,108.33,866.64,24,4,Non-Travel,No,6,19,4,3,3,1,4,2,4,2,No,Y,80
403,60,Female,Divorced,5,Marketing,Finance,Financial Analyst,1,5,5,5,2,4716.6,29.48,235.84,12,3,Travel_Rarely,No,5,9,6,3,1,1,3,1,3,1,No,Y,80
404,36,Female,Divorced,1,Technical Degree,Human Resources,Recruiter,2,16,3,1,8,7866,49.16,393.28,24,29,Non-Travel,Yes,9,29,5,4,3,3,2,2,3,3,No,Y,80
405,48,Female,Single,1,Technical Degree,Research & Development,R&D Manager,3,18,6,3,0,12006,75.04,600.32,5,21,Non-Travel,Yes,7,27,1,4,1,1,3,1,3,0,No,Y,80
406,41,Female,Married,3,Marketing,Finance,Financial Analyst,5,24,5,5,0,25332,158.32,1266.56,14,23,Travel_Frequently,No,1,35,4,1,1,2,1,1,3,2,No,Y,80
407,36,Female,Single,1,Medical,Human Resources,Recruiter,1,29,0,0,0,2289,14.31,114.48,6,10,Travel_Rarely,No,5,41,2,2,2,4,1,2,3,1,No,Y,80
408,62,Female,Married,1,Human Resources,IT,Systems Administrator,5,15,10,7,4,21822,136.39,1091.12,20,8,Travel_Rarely,No,4,17,2,2,2,1,1,4,3,0,No,Y,80
409,46,Female,Single,4,Life Sciences,Human Resources,HR Associate,5,24,8,5,4,40824,255.15,2041.2,19,21,Travel_Rarely,Yes,2,31,2,4,4,2,4,2,3,3,Yes,Y,80
410,58,Female,Divorced,1,Medical,Finance,Financial Analyst,1,7,0,0,2,3822,23.89,191.12,5,16,Non-Travel,No,5,15,0,1,3,4,2,2,3,3,No,Y,80
411,50,Male,Married,3,Life Sciences,Sales,Sales Manager,4,23,6,3,4,12247.2,76.55,612.4,17,6,Non-Travel,No,8,38,4,4,1,1,2,1,3,0,No,Y,80
412,37,Female,Single,5,Life Sciences,Human Resources,HR Associate,5,22,6,6,6,10977,68.61,548.88,12,24,Non-Travel,No,7,28,1,2,3,3,3,1,3,3,No,Y,80
413,32,Male,Married,1,Medical,Research & Development,Lab Technician,4,4,0,0,4,17935.2,112.09,896.72,5,6,Travel_Frequently,Yes,2,4,4,3,4,1,4,2,3,0,No,Y,80
414,36,Female,Divorced,5,Medical,Research & Development,Research Scientist,1,9,5,5,7,8423.4,52.65,421.2,16,18,Travel_Frequently,No,4,20,3,1,3,3,3,4,3,0,No,Y,80
415,36,Female,Divorced,2,Marketing,Finance,Financial Analyst,2,18,6,5,3,17034,106.46,851.68,7,7,Travel_Frequently,Yes,4,32,4,2,3,3,3,4,3,2,No,Y,80
416,59,Male,Divorced,3,Human Resources,Sales,Sales Representative,4,18,5,4,1,5126.4,32.04,256.32,20,30,Non-Travel,Yes,7,22,4,3,2,3,4,3,3,2,Yes,Y,80
417,35,Male,Married,5,Life Sciences,Sales,Sales Representative,3,0,0,0,0,5070.6,31.69,253.52,13,5,Travel_Frequently,No,8,4,0,3,2,2,4,1,3,0,No,Y,80
418,37,Female,Divorced,4,Technical Degree,Finance,Financial Analyst,3,29,4,4,2,20230.2,126.44,1011.52,18,22,Travel_Frequently,Yes,3,37,1,4,2,3,3,1,3,3,No,Y,80
419,49,Female,Single,2,Human Resources,Finance,Finance Manager,3,16,10,5,7,14045.4,87.78,702.24,18,15,Travel_Frequently,No,7,16,4,1,4,1,2,3,3,2,No,Y,80
420,25,Female,Married,2,Technical Degree,Sales,Sales Representative,5,14,0,0,0,19278,120.49,963.92,25,4,Travel_Frequently,Yes,4,29,5,3,1,1,1,2,3,3,Yes,Y,80
421,41,Male,Divorced,3,Other,Sales,Sales Representative,5,22,3,1,1,6000,37.5,300,9,20,Travel_Rarely,Yes,3,28,0,4,1,4,4,1,4,2,No,Y,80
422,37,Male,Divorced,3,Human Resources,Finance,Finance Manager,5,3,3,2,0,15081,94.26,754.08,9,27,Non-Travel,Yes,2,9,3,4,3,3,1,4,3,2,No,Y,80
423,51,Male,Married,4,Medical,Sales,Sales Representative,4,3,3,3,0,27626.4,172.67,1381.36,14,2,Non-Travel,No,0,14,1,4,4,3,1,2,3,1,No,Y,80
424,54,Female,Single,2,Other,Research & Development,Lab Technician,5,10,7,2,4,44580,278.62,2228.96,14,30,Travel_Frequently,Yes,7,22,3,2,3,2,3,3,3,3,Yes,Y,80
425,32,Male,Single,1,Other,Sales,Sales Representative,4,10,3,3,1,11640,72.75,582,17,25,Travel_Frequently,Yes,0,18,0,1,1,4,3,1,4,2,Yes,Y,80
426,46,Female,Single,5,Human Resources,Research & Development,Research Scientist,3,15,7,4,3,9532.8,59.58,476.64,10,14,Non-Travel,Yes,1,15,5,1,2,1,2,1,3,3,No,Y,80
427,43,Male,Single,5,Technical Degree,Research & Development,Research Scientist,5,26,7,5,5,36399,227.49,1819.92,22,28,Travel_Rarely,Yes,7,39,5,4,1,1,2,3,3,3,Yes,Y,80
428,23,Female,Single,3,Marketing,Finance,Finance Manager,3,2,2,2,1,19359,120.99,967.92,23,8,Non-Travel,No,6,3,4,1,4,3,1,1,3,2,No,Y,80
429,30,Male,Single,5,Other,Human Resources,Recruiter,1,7,7,1,0,4599.6,28.75,230,7,14,Non-Travel,Yes,8,22,1,3,1,1,1,4,3,2,No,Y,80
430,36,Female,Single,1,Life Sciences,Research & Development,R&D Manager,5,27,6,0,8,29697,185.61,1484.88,6,13,Travel_Frequently,Yes,6,40,4,2,1,4,1,3,3,2,No,Y,80
431,37,Male,Single,1,Human Resources,Sales,Sales Executive,4,23,8,0,0,33103.2,206.89,1655.12,12,27,Travel_Rarely,Yes,0,27,3,2,3,1,3,3,3,1,No,Y,80
432,60,Male,Married,4,Other,Sales,Sales Manager,1,2,2,2,2,8132.4,50.83,406.64,16,29,Travel_Rarely,No,4,13,6,3,2,3,3,1,3,3,No,Y,80
433,39,Female,Single,2,Medical,IT,Systems Administrator,3,23,8,3,1,14581.8,91.14,729.12,9,2,Travel_Rarely,No,7,26,0,4,1,3,3,4,3,0,Yes,Y,80
434,53,Female,Single,4,Technical Degree,Finance,Financial Analyst,2,6,6,2,6,12868.8,80.43,643.44,6,22,Travel_Frequently,Yes,8,17,0,3,3,2,1,3,3,3,No,Y,80
435,28,Male,Divorced,4,Other,Human Resources,Recruiter,4,13,9,4,2,19792.8,123.7,989.6,19,24,Travel_Rarely,Yes,0,21,6,3,1,2,3,3,3,0,No,Y,80
436,39,Female,Divorced,3,Other,IT,Systems Administrator,1,9,9,5,4,2957.4,18.48,147.84,19,15,Travel_Rarely,No,0,23,0,3,4,2,4,1,3,0,No,Y,80
437,26,Female,Married,2,Marketing,Human Resources,HR Manager,4,4,3,2,2,29097.6,181.86,1454.88,25,2,Travel_Rarely,Yes,0,9,5,4,3,1,2,1,4,2,No,Y,80
438,65,Male,Married,5,Other,Sales,Sales Manager,2,11,1,1,8,11125.2,69.53,556.24,8,17,Travel_Rarely,Yes,3,21,4,3,4,1,4,3,3,2,No,Y,80
439,43,Female,Married,3,Technical Degree,Human Resources,Recruiter,1,5,5,0,4,2674.8,16.72,133.76,23,1,Travel_Rarely,Yes,5,16,1,4,1,2,4,1,4,1,No,Y,80
440,56,Female,Divorced,1,Human Resources,Sales,Sales Manager,4,21,8,7,5,15384,96.15,769.2,11,27,Non-Travel,No,3,31,1,3,2,4,3,1,3,3,No,Y,80
441,45,Female,Single,3,Human Resources,IT,Systems Administrator,3,20,7,3,7,26787.6,167.42,1339.36,18,8,Non-Travel,Yes,8,27,6,4,2,3,3,3,3,0,No,Y,80
442,58,Male,Married,2,Medical,Finance,Financial Analyst,2,3,3,3,3,16386,102.41,819.28,20,24,Travel_Rarely,Yes,0,16,0,2,1,2,4,4,3,3,No,Y,80
443,40,Male,Single,3,Marketing,IT,IT Manager,5,3,0,0,3,28062,175.39,1403.12,18,21,Travel_Frequently,No,4,18,5,2,2,1,2,1,3,2,No,Y,80
444,46,Female,Married,4,Medical,IT,IT Manager,5,8,1,1,4,30246,189.04,1512.32,15,2,Non-Travel,No,4,18,3,3,2,2,1,2,3,2,No,Y,80
445,28,Female,Married,3,Medical,Sales,Sales Representative,3,15,7,3,2,12106.8,75.67,605.36,13,20,Travel_Rarely,Yes,4,19,0,2,2,1,1,2,3,0,No,Y,80
446,58,Female,Married,4,Human Resources,Research & Development,Lab Technician,3,29,1,1,7,16347.6,102.17,817.36,20,9,Travel_Rarely,Yes,4,32,2,1,2,1,3,2,3,2,No,Y,80
447,42,Male,Single,4,Life Sciences,IT,Software Engineer,2,26,8,0,0,7234.8,45.22,361.76,9,19,Travel_Frequently,Yes,3,34,3,2,4,2,4,3,3,0,No,Y,80
448,22,Male,Married,1,Technical Degree,IT,IT Manager,2,22,2,0,6,15925.2,99.53,796.24,13,20,Travel_Frequently,Yes,5,37,4,2,3,2,3,4,3,3,No,Y,80
449,40,Female,Single,2,Life Sciences,Human Resources,HR Manager,4,10,3,3,1,11726.4,73.29,586.32,19,11,Non-Travel,Yes,5,22,5,2,4,4,4,2,3,2,No,Y,80
450,25,Female,Divorced,3,Marketing,Human Resources,HR Manager,4,25,7,6,6,15050.4,94.06,752.48,6,9,Travel_Frequently,Yes,5,26,2,4,4,2,2,2,3,0,No,Y,80
451,30,Female,Divorced,5,Life Sciences,Sales,Sales Representative,1,24,5,5,8,1823.4,11.4,91.2,25,2,Non-Travel,Yes,5,30,1,4,2,3,2,3,3,1,No,Y,80
452,22,Male,Single,1,Human Resources,Sales,Sales Manager,4,25,7,0,2,15931.2,99.57,796.56,14,1,Travel_Rarely,Yes,0,33,5,1,4,4,2,3,4,0,Yes,Y,80
453,23,Female,Single,5,Human Resources,Research & Development,Research Scientist,5,25,6,3,4,44571,278.57,2228.56,15,14,Non-Travel,Yes,4,33,3,2,1,3,4,4,3,0,Yes,Y,80
454,57,Female,Married,4,Marketing,IT,IT Manager,2,12,0,0,6,9727.2,60.8,486.4,22,23,Travel_Rarely,No,3,12,3,2,4,3,4,1,3,2,No,Y,80
455,28,Male,Divorced,2,Medical,Finance,Finance Manager,2,2,2,2,2,12690,79.31,634.48,23,25,Travel_Rarely,Yes,7,10,3,3,3,2,1,3,3,3,No,Y,80
456,35,Female,Divorced,4,Human Resources,Finance,Accountant,2,10,7,7,8,13306.8,83.17,665.36,7,30,Travel_Rarely,No,1,22,1,1,2,1,2,2,3,0,Yes,Y,80
457,53,Female,Single,5,Technical Degree,Research & Development,R&D Manager,5,13,6,0,4,11778,73.61,588.88,18,10,Non-Travel,No,8,23,4,3,2,2,3,2,4,2,No,Y,80
458,52,Female,Married,2,Marketing,Research & Development,Research Scientist,5,22,7,0,5,26460,165.38,1323.04,10,5,Travel_Frequently,Yes,0,31,5,2,2,1,4,3,3,3,No,Y,80
459,44,Male,Divorced,5,Medical,Human Resources,Recruiter,1,29,3,3,4,5389.2,33.68,269.44,23,24,Travel_Frequently,No,9,41,2,2,1,2,1,2,3,2,No,Y,80
460,55,Male,Divorced,4,Marketing,IT,IT Manager,5,8,8,7,3,14262,89.14,713.12,5,26,Travel_Rarely,Yes,1,12,1,2,4,1,3,1,4,0,Yes,Y,80
461,49,Female,Divorced,4,Marketing,Human Resources,Recruiter,1,7,7,6,6,8807.4,55.05,440.4,17,23,Travel_Frequently,No,4,17,4,1,2,2,3,2,4,3,No,Y,80
462,65,Female,Single,5,Technical Degree,Human Resources,HR Associate,1,27,5,5,5,8361,52.26,418.08,18,7,Non-Travel,Yes,6,38,1,1,2,4,3,2,3,2,No,Y,80
463,38,Female,Divorced,1,Human Resources,Human Resources,HR Associate,3,20,7,6,0,24111,150.69,1205.52,13,9,Non-Travel,Yes,9,20,6,4,4,4,2,4,3,0,Yes,Y,80
464,61,Male,Divorced,2,Other,Research & Development,Research Scientist,1,13,1,0,7,7466.4,46.66,373.28,6,11,Travel_Rarely,No,3,13,2,3,2,3,1,4,3,0,Yes,Y,80
465,39,Male,Single,2,Technical Degree,Sales,Sales Representative,5,6,6,6,2,37224,232.65,1861.2,5,10,Travel_Frequently,No,1,16,3,1,4,1,1,1,3,0,Yes,Y,80
466,32,Male,Single,2,Other,Human Resources,HR Manager,1,28,3,3,3,8547,53.42,427.36,9,10,Travel_Rarely,No,4,33,2,2,3,4,2,2,3,1,No,Y,80
467,38,Female,Divorced,4,Marketing,Sales,Sales Representative,3,18,5,5,8,16860.6,105.38,843.04,25,22,Travel_Rarely,Yes,9,30,1,2,4,3,3,2,3,2,Yes,Y,80
468,38,Male,Single,4,Marketing,Sales,Sales Executive,5,21,10,2,7,12870,80.44,643.52,19,19,Travel_Frequently,No,9,33,5,1,3,1,3,1,3,3,No,Y,80
469,33,Male,Married,3,Medical,Finance,Finance Manager,2,24,0,0,7,14070,87.94,703.52,23,23,Travel_Frequently,No,7,31,2,3,3,4,4,3,3,1,No,Y,80
470,48,Male,Married,3,Human Resources,Finance,Finance Manager,1,5,5,2,4,7066.8,44.17,353.36,21,7,Non-Travel,Yes,2,15,6,1,1,3,2,3,3,1,No,Y,80
471,34,Male,Single,3,Marketing,Sales,Sales Executive,2,27,3,3,1,16636.8,103.98,831.84,12,5,Non-Travel,No,0,42,1,3,1,4,4,2,4,3,No,Y,80
472,28,Male,Married,2,Marketing,Research & Development,Lab Technician,3,28,4,4,6,19350,120.94,967.52,7,12,Travel_Frequently,Yes,3,33,6,2,3,3,3,1,3,3,No,Y,80
473,30,Male,Married,2,Life Sciences,Research & Development,Lab Technician,4,2,2,2,2,21537.6,134.61,1076.88,9,10,Travel_Frequently,No,7,3,2,4,2,2,4,1,3,0,No,Y,80
474,63,Male,Married,1,Medical,Human Resources,HR Associate,5,16,6,6,0,29892,186.82,1494.56,25,22,Travel_Frequently,No,0,25,3,3,1,4,3,4,3,2,Yes,Y,80
475,49,Male,Divorced,4,Other,Sales,Sales Executive,1,10,9,4,3,6261.6,39.14,313.12,24,24,Travel_Frequently,No,0,24,2,1,1,4,4,3,3,2,No,Y,80
476,65,Female,Married,1,Human Resources,Human Resources,HR Associate,3,11,6,0,7,13172.4,82.33,658.64,14,21,Travel_Rarely,Yes,5,12,4,4,2,2,1,1,3,1,No,Y,80
477,39,Female,Married,4,Other,IT,Systems Administrator,5,18,7,0,1,22050,137.81,1102.48,16,2,Travel_Rarely,Yes,6,20,2,3,4,4,1,2,4,2,No,Y,80
478,49,Male,Single,2,Human Resources,Human Resources,HR Manager,5,16,8,3,0,24393,152.46,1219.68,23,16,Travel_Rarely,No,4,21,2,1,4,2,3,3,3,1,Yes,Y,80
479,64,Female,Single,3,Marketing,Finance,Finance Manager,3,3,3,3,0,24508.8,153.18,1225.44,15,8,Travel_Rarely,No,9,17,4,4,3,4,4,1,3,2,No,Y,80
480,31,Female,Married,4,Medical,IT,IT Manager,2,21,6,4,6,3033.6,18.96,151.68,23,3,Non-Travel,No,8,32,0,2,3,3,3,3,3,3,Yes,Y,80
481,61,Male,Married,5,Technical Degree,Finance,Financial Analyst,3,17,7,3,6,19452.6,121.58,972.64,9,13,Non-Travel,Yes,1,29,1,2,1,3,2,2,3,3,No,Y,80
482,35,Female,Married,5,Marketing,Human Resources,HR Manager,1,21,10,5,8,6465,40.41,323.28,22,13,Travel_Rarely,No,7,35,2,4,2,2,4,3,3,2,No,Y,80
483,65,Male,Single,4,Human Resources,Finance,Accountant,4,6,6,0,3,10248,64.05,512.4,24,20,Non-Travel,Yes,9,19,0,3,2,2,4,1,4,0,No,Y,80
484,57,Female,Divorced,2,Medical,Finance,Accountant,2,5,5,3,5,5007.6,31.3,250.4,14,3,Travel_Rarely,Yes,9,19,3,2,4,2,2,4,3,0,No,Y,80
485,32,Female,Single,4,Other,Sales,Sales Executive,1,21,10,6,8,5821.8,36.39,291.12,17,3,Travel_Frequently,No,8,24,5,1,4,4,1,3,4,0,No,Y,80
486,49,Female,Single,1,Medical,Human Resources,Recruiter,1,23,2,2,6,7653.6,47.84,382.72,15,5,Travel_Rarely,No,3,31,0,3,1,4,4,2,3,2,No,Y,80
487,43,Female,Married,3,Human Resources,Human Resources,Recruiter,1,24,2,2,8,4035,25.22,201.76,5,8,Travel_Frequently,No,4,33,5,2,3,4,4,3,3,1,No,Y,80
488,46,Female,Married,2,Life Sciences,Research & Development,R&D Manager,3,4,4,0,4,14338.8,89.62,716.96,21,24,Non-Travel,No,7,9,2,2,3,3,4,4,3,3,No,Y,80
489,22,Female,Divorced,1,Marketing,Research & Development,Lab Technician,2,7,2,2,1,15178.8,94.87,758.96,11,12,Travel_Frequently,No,9,7,6,2,2,3,1,4,3,2,No,Y,80
490,57,Female,Divorced,5,Life Sciences,Sales,Sales Representative,5,16,3,3,4,42342,264.64,2117.12,10,23,Non-Travel,Yes,3,30,1,1,3,3,1,2,3,0,No,Y,80
491,55,Male,Married,1,Medical,Research & Development,Research Scientist,5,24,9,7,7,10830,67.69,541.52,22,29,Travel_Rarely,No,1,30,3,1,4,1,4,2,3,1,No,Y,80
492,58,Female,Single,5,Technical Degree,Sales,Sales Manager,4,24,10,3,7,4819.2,30.12,240.96,13,25,Travel_Frequently,No,7,29,2,4,3,3,3,2,3,2,No,Y,80
493,33,Male,Married,1,Marketing,IT,Software Engineer,4,5,2,1,5,31262.4,195.39,1563.12,14,4,Travel_Frequently,No,8,10,1,1,2,2,3,3,3,3,No,Y,80
494,61,Female,Single,5,Other,Research & Development,Lab Technician,2,6,6,2,2,14395.2,89.97,719.76,10,11,Non-Travel,No,9,19,6,3,2,3,4,3,3,2,No,Y,80
495,42,Female,Married,3,Technical Degree,IT,Software Engineer,4,0,0,0,0,18703.2,116.9,935.2,25,26,Travel_Rarely,No,4,0,6,2,2,3,3,3,3,3,No,Y,80
496,57,Female,Divorced,2,Medical,IT,IT Manager,4,27,4,1,1,14359.2,89.75,718,10,11,Non-Travel,No,9,42,0,4,4,2,3,4,3,0,No,Y,80
497,56,Female,Married,4,Marketing,Sales,Sales Representative,2,28,1,1,6,5383.2,33.64,269.12,9,19,Travel_Frequently,Yes,8,30,3,2,3,3,3,1,3,0,No,Y,80
498,45,Female,Married,2,Medical,Human Resources,HR Manager,2,14,5,5,3,15722.4,98.27,786.16,13,9,Non-Travel,Yes,2,17,5,4,4,4,4,1,4,0,No,Y,80
499,23,Female,Divorced,4,Life Sciences,IT,Software Engineer,5,15,4,4,1,42096,263.1,2104.8,7,19,Travel_Rarely,Yes,8,20,6,1,4,2,1,4,4,3,No,Y,80
500,63,Male,Married,1,Medical,IT,Software Engineer,4,16,6,0,6,27398.4,171.24,1369.92,14,1,Non-Travel,No,0,16,1,3,4,2,3,2,3,2,No,Y,80
501,58,Male,Married,5,Medical,Research & Development,Research Scientist,2,9,2,1,0,12886.8,80.54,644.32,24,28,Travel_Rarely,Yes,8,20,0,3,3,2,2,2,3,3,No,Y,80
502,35,Male,Married,1,Medical,Finance,Financial Analyst,4,0,0,0,0,6734.4,42.09,336.72,19,15,Travel_Frequently,Yes,3,12,4,1,1,2,1,2,3,0,No,Y,80
503,42,Female,Married,2,Medical,Sales,Sales Manager,3,15,4,1,7,4075.2,25.47,203.76,5,13,Travel_Frequently,No,1,26,2,3,1,4,3,2,4,0,No,Y,80
504,52,Female,Single,3,Other,Human Resources,HR Associate,2,27,3,2,0,4915.2,30.72,245.76,21,5,Travel_Rarely,No,0,28,4,2,3,3,4,2,3,1,No,Y,80
505,64,Male,Single,3,Life Sciences,Research & Development,Research Scientist,4,6,4,4,5,15225.6,95.16,761.28,24,11,Travel_Rarely,Yes,5,6,3,1,2,4,1,4,3,1,Yes,Y,80
506,44,Male,Single,1,Technical Degree,Sales,Sales Executive,4,14,6,6,2,28519.2,178.25,1426,25,1,Travel_Frequently,No,7,22,1,3,3,1,4,4,3,1,No,Y,80
507,31,Male,Single,1,Other,Sales,Sales Manager,4,9,9,1,3,13694.4,85.59,684.72,13,6,Non-Travel,No,5,23,5,3,2,3,4,3,3,0,No,Y,80
508,62,Female,Single,2,Medical,Sales,Sales Executive,1,26,3,2,6,4370.4,27.31,218.48,5,19,Travel_Frequently,No,5,32,5,4,4,2,4,3,3,0,No,Y,80
509,43,Female,Single,3,Marketing,Finance,Finance Manager,4,21,1,1,8,15134.4,94.59,756.72,7,26,Travel_Frequently,No,0,25,0,2,4,1,1,3,3,2,No,Y,80
510,57,Female,Single,5,Medical,Finance,Finance Manager,2,4,4,3,0,6306,39.41,315.28,16,17,Non-Travel,Yes,9,5,6,3,2,2,3,2,3,1,No,Y,80
511,31,Male,Divorced,5,Technical Degree,Research & Development,Lab Technician,1,30,6,4,6,6328.8,39.55,316.4,18,29,Travel_Frequently,No,5,34,5,3,1,1,3,3,3,0,Yes,Y,80
512,30,Female,Single,4,Medical,Research & Development,Lab Technician,2,20,6,6,3,7286.4,45.54,364.32,16,3,Travel_Rarely,No,2,32,0,2,2,4,2,3,3,0,No,Y,80
513,55,Female,Single,5,Technical Degree,Research & Development,R&D Manager,4,9,1,1,2,7567.2,47.3,378.4,15,29,Travel_Frequently,Yes,6,17,0,4,4,2,4,3,3,0,Yes,Y,80
514,37,Female,Divorced,4,Other,Finance,Accountant,1,20,1,1,4,3673.8,22.96,183.68,25,17,Travel_Frequently,No,4,31,0,1,1,4,2,4,3,3,No,Y,80
515,53,Male,Divorced,5,Human Resources,Finance,Finance Manager,5,27,10,6,0,35571,222.32,1778.56,8,19,Non-Travel,Yes,9,30,0,2,3,4,4,1,3,3,No,Y,80
516,47,Male,Divorced,4,Other,Sales,Sales Executive,5,5,0,0,1,20364,127.28,1018.24,18,26,Travel_Rarely,No,4,16,6,3,3,2,3,4,3,2,No,Y,80
517,32,Female,Single,5,Human Resources,Human Resources,Recruiter,4,24,5,2,7,8294.4,51.84,414.72,15,12,Non-Travel,Yes,5,33,0,1,4,3,4,2,3,1,No,Y,80
518,44,Female,Married,4,Marketing,Research & Development,Research Scientist,3,0,0,0,0,18525.6,115.78,926.24,25,18,Travel_Frequently,Yes,6,2,1,1,1,4,3,2,3,2,No,Y,80
519,28,Female,Divorced,3,Human Resources,IT,Systems Administrator,3,7,7,0,3,19760.4,123.5,988,9,22,Travel_Frequently,Yes,7,14,6,2,2,2,4,2,3,2,No,Y,80
520,61,Male,Married,4,Technical Degree,IT,IT Manager,5,6,6,2,6,34551,215.94,1727.52,17,21,Non-Travel,No,4,17,6,3,4,3,3,2,3,2,No,Y,80
521,42,Male,Divorced,2,Human Resources,IT,Systems Administrator,1,29,8,7,8,4281.6,26.76,214.08,8,26,Non-Travel,Yes,5,36,3,3,1,4,4,4,3,0,No,Y,80
